Name,Team,Conf,Class,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORTG,DRTG,TS%,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,PER ,3PAr,PProd,TRB%,OWS,DWS,WS,WS/40
Sharife Cooper,Auburn,SEC,FR,G,12,397,6,15.3,0.391,1.1,4.8,0.228,4.9,10.6,0.465,0.427,7.1,8.6,0.825,0.7,3.6,4.2,8.1,1,0.2,4.2,3.2,20.2,107.5,105.5,0.52,0.56,2.2,11.3,51.9,1.6,0.7,19.9,34.4,4.1,-1,3.1,22.9,0.31,270,6.9,1.4,0.3,1.7,0.174
Cedric Coward,Washington St.,WCC,SR,F,6,198,5.7,10.2,0.557,2,5,0.4,3.7,5.2,0.71,0.656,4.3,5.2,0.839,1.8,5.2,7,3.7,0.8,1.7,2.2,3.2,17.7,131.3,107.6,0.7,0.508,7,17.2,20.6,1.4,5.3,16.5,22.3,7.1,1.7,8.8,26,0.492,104,12.4,0.8,0.2,1,0.21
Isaiah Crawford,Louisiana Tech,CUSA,SR,F,29,952,5.6,11.8,0.475,1.3,3.1,0.429,4.2,8.6,0.492,0.532,3.9,5.3,0.723,1.9,4.3,6.2,2.4,2.1,1.7,2.5,3,16.3,108.7,92.8,0.573,0.455,6.3,14.1,16.2,3.5,5.7,19.1,25.5,4.4,4,8.4,24.3,0.264,505,10.6,2.7,2.8,5.5,0.207
Cade Cunningham,Oklahoma St.,B12,FR,F,27,956,6.5,14.9,0.439,2.3,5.7,0.4,4.2,9.1,0.463,0.516,4.9,5.8,0.846,0.7,5.5,6.2,3.4,1.6,0.8,4.1,2.8,20.2,104.1,96.1,0.575,0.389,2.3,16.2,20.2,2.5,2.3,22,28.6,4.8,2.6,7.4,21.6,0.388,518,9.6,2.3,1.7,4,0.166
Stephen Curry,Davidson,SC,JR,G,33,1116,9.2,20.2,0.454,3.8,9.9,0.388,5.3,10.3,0.518,0.549,6.4,7.3,0.88,0.6,3.9,4.5,5.4,2.3,0.2,3.8,2.8,28.6,118,89.1,0.605,0.361,1.8,12.3,39.8,3.9,0.7,16.6,37.5,10.8,4.5,15.3,24.5,0.489,512,6.9,6.4,3.6,9.9,0.348
N'Faly Dante,Oregon,P12,SR,C,22,691,7,10,0.695,0,0,0,7,10,0.695,0.695,3.1,5,0.613,2.8,6.4,9.2,1.6,1.7,1.9,2.4,2.7,17,120.1,96.7,0.686,0.505,10.3,24.5,11.2,3.2,6.6,18.2,24.2,7.2,4.5,11.7,30.6,0,343,17.3,2.4,1.4,3.8,0.217
Anthony Davis,Kentucky,SEC,FR,C,40,1281,5.2,8.4,0.623,0.1,0.5,0.15,5.2,7.9,0.653,0.628,3.6,5.1,0.709,3,7.4,10.4,1.2,1.4,4.6,1,2.4,14.2,133.8,79.6,0.654,0.602,11.6,23.9,7.5,2.5,13.7,10,19.1,9.1,7.6,16.7,35.1,0.059,550,19,5.9,4.1,9.9,0.31
JD Davison,Alabama,SEC,FR,G,33,852,3,6.5,0.463,0.8,2.5,0.301,2.2,4,0.565,0.521,1.8,2.5,0.728,1.1,3.7,4.8,4.3,1,0.4,2.9,1.9,8.5,102.6,104.2,0.558,0.379,4.5,15.1,29.4,2.1,1.4,29.2,20.7,3,1.2,4.2,16,0.388,333,9.8,1.2,0.8,2.1,0.097
DeMar DeRozan,USC,P10,FR,G,35,1168,5.5,10.5,0.523,0.2,1,0.167,5.3,9.5,0.562,0.531,2.7,4.2,0.646,2.4,3.3,5.7,1.5,0.9,0.4,2.1,2.5,13.9,108.2,99.6,0.555,0.401,9.3,11.6,9.6,1.6,1.2,17.1,22.3,3.5,1.4,4.9,22.3,0.098,507,10.1,2.4,1.7,4.1,0.14
RayJ Dennis,Baylor,B12,SR,G,34,1168,5.1,10.7,0.474,1.1,3.4,0.333,3.9,7.2,0.541,0.528,2.2,3.1,0.731,0.5,3.4,3.9,6.8,1.4,0.1,3.6,3,13.6,109,106,0.556,0.287,1.8,12.4,37.4,2.2,0.2,24.5,25,3.3,0.6,4,17.3,0.316,554,7.1,2.6,1.4,4,0.132
Donte DiVincenzo,Villanova,BE,SO,F,40,1171,4.7,9.8,0.481,2.1,5.3,0.401,2.6,4.5,0.575,0.59,1.9,2.7,0.71,1.2,3.6,4.8,3.5,1,0.2,2,2.8,13.4,119.5,100.4,0.608,0.274,4.9,13.8,20,2.1,0.7,17,22.8,5.8,2.3,8.1,20.9,0.542,557,9.6,3.7,1.8,5.5,0.188
Gradey Dick,Kansas,B12,FR,F,36,1177,4.8,10.9,0.442,2.3,5.7,0.403,2.5,5.2,0.484,0.547,2.1,2.5,0.854,1.1,4,5.1,1.7,1.4,0.2,1.2,2.6,14.1,115.3,97.5,0.581,0.226,4,13.5,9.4,2.5,0.8,11.4,19.2,4.3,2.3,6.5,18.4,0.523,456,8.9,2.8,2.1,4.9,0.165
Hunter Dickinson,Kansas,B12,SR,C,34,1025,7.1,13.5,0.526,0.5,1.7,0.276,6.6,11.8,0.562,0.543,2.7,3.6,0.748,2.8,7.2,10,2.1,1,1.3,2.2,3,17.4,111.4,93.8,0.571,0.267,10.7,25.1,14.4,1.9,4.7,14.8,28.3,5.2,3.7,8.9,25.8,0.126,558,18.3,2.6,2.4,5,0.197
Rob Dillingham,Kentucky,SEC,FR,G,32,744,5.4,11.3,0.475,2,4.5,0.444,3.4,6.8,0.495,0.564,2.4,3.1,0.796,0.2,2.7,2.9,3.9,1,0.1,2,4.5,15.2,116.1,108.3,0.595,0.271,1.2,11.8,30.1,2.4,0.3,15.6,29.9,5.7,0,5.6,23.5,0.398,475,6.8,2.6,0.7,3.3,0.174
Luguentz Dort,Arizona St.,P12,FR,G,34,1073,5.1,12.6,0.405,1.6,5.2,0.307,3.5,7.5,0.472,0.467,4.3,6.1,0.7,1.3,3,4.3,2.3,1.5,0.2,2.9,3.8,16.1,98.9,100.2,0.518,0.481,4.5,10,15,2.7,0.8,18.7,27.1,1.2,1.1,2.3,16.5,0.409,524,7.3,1.5,1.6,3.1,0.115
Ayo Dosunmu,Illinois,B10,JR,G,28,984,7.5,15.4,0.488,1.1,3,0.386,6.4,12.4,0.513,0.526,4,5.1,0.783,1.1,5.2,6.3,5.2,1.1,0.2,3.3,2.4,20.1,110.8,95.7,0.566,0.333,3.9,15.8,29.2,1.8,0.6,18,29.4,5.9,2.4,8.3,24,0.191,572,10.4,3.3,1.8,5.1,0.207
Andre Drummond,Connecticut,BE,FR,C,34,967,4.6,8.6,0.538,0,0.1,0,4.6,8.5,0.541,0.538,0.8,2.6,0.295,3.4,4.2,7.6,0.4,0.8,2.7,1.5,3.1,10,100.7,95.5,0.509,0.301,14.2,15.5,3.4,1.8,9.9,16,20.8,1.8,2.5,4.3,21.9,0.007,328,15.6,1.4,1.5,2.9,0.121
Kris Dunn,Providence,BE,JR,G,33,1088,5.6,12.5,0.448,1.3,3.4,0.372,4.3,9,0.477,0.499,4,5.8,0.695,1.1,4.2,5.3,6.2,2.5,0.6,3.5,3.4,16.4,103.6,93.9,0.541,0.462,3.5,14.8,41.8,4.3,1.9,20.9,29.3,4.5,5,9.6,23.3,0.275,575,9,2.2,2.3,4.5,0.166
Ryan Dunn,Virginia,ACC,SO,C,34,933,3.4,6.1,0.548,0.2,1,0.2,3.1,5.1,0.618,0.565,1.2,2.3,0.532,2.2,4.7,6.9,0.8,1.3,2.3,0.8,3,8.1,111.6,88.5,0.564,0.37,9.6,20.8,6,3,10.4,11.6,17,1.1,5.2,6.4,22,0.168,270,15.1,1.6,2.6,4.2,0.179
Jalen Duren,Memphis,Amer,FR,C,29,733,4.9,8.1,0.597,0,0,0,4.9,8.1,0.6,0.597,2.2,3.6,0.625,3,5.2,8.1,1.3,0.8,2.1,2.2,4.3,12,109.5,91.1,0.608,0.441,14,21.5,10.5,1.8,9.9,21.6,23,3.5,3.1,6.6,25.3,0.004,330,18,1.8,1.7,3.5,0.19
Tari Eason,LSU,SEC,SO,F,33,806,5.8,11.1,0.521,0.8,2.4,0.359,4.9,8.7,0.564,0.559,4.6,5.7,0.803,2.3,4.3,6.6,1,2,1.2,2.2,4.5,16.9,115.7,82.1,0.615,0.515,10.5,19.8,10.1,4.6,6.5,16.5,30.8,8.5,5.1,13.5,33.4,0.214,506,15.2,3.4,2.5,5.9,0.294
Zach Edey,Purdue,B10,SR,C,39,1247,8.6,13.8,0.623,0,0.1,0.5,8.6,13.8,0.624,0.624,7.9,11.2,0.711,4.6,7.5,12.2,2,0.3,2.2,2.3,2.4,25.2,128.8,95.9,0.659,0.809,18.1,25.5,14.6,0.5,6.9,12.7,33.4,12.4,3.1,15.5,39.3,0.004,916,22,7.9,2.6,10.5,0.336
Anthony Edwards,Georgia,SEC,FR,F,31,1024,6.3,15.7,0.4,2.2,7.6,0.291,4.1,8.1,0.502,0.47,4.1,5.3,0.77,0.8,4.5,5.2,2.8,1.3,0.6,2.7,2.7,19.1,103,102.8,0.517,0.338,2.4,14.5,17.9,2.3,1.6,15.4,28.8,4.4,0.5,4.9,20.8,0.485,573,8.7,2.5,1.1,3.6,0.136
Justin Edwards,Kentucky,SEC,FR,F,32,687,3.3,6.8,0.486,1,2.7,0.365,2.3,4.2,0.564,0.557,1.2,1.5,0.776,1.2,2.2,3.4,0.9,0.9,0.2,0.8,4.1,8.8,117.2,109,0.582,0.225,6.4,10.4,6.9,2.2,1.1,11.9,18,1.9,-0.3,1.6,16.2,0.39,266,8.6,1.5,0.6,2.1,0.121
Keon Ellis,Alabama,SEC,SR,F,33,1021,3.7,8.4,0.439,2,5.5,0.366,1.7,2.9,0.579,0.559,2.7,3.1,0.881,1.9,4.2,6.1,1.8,1.9,0.6,1.6,3.4,12.1,122.1,101.1,0.614,0.363,6.4,14.5,10.2,3.4,1.9,16.4,16.8,5.3,3.1,8.4,19.9,0.658,386,10.5,2.9,1.3,4.2,0.165
Joel Embiid,Kansas,B12,FR,C,28,647,3.8,6.1,0.626,0,0.2,0.2,3.8,5.9,0.639,0.629,3.5,5.1,0.685,2.3,5.8,8.1,1.4,0.9,2.6,2.4,5.8,11.2,112,90.1,0.655,0.836,12.7,27.3,11.5,2.3,11.7,24.1,24.4,4.2,6.4,10.6,28.2,0.029,307,20.5,1.8,1.7,3.4,0.213
Tyson Etienne,Wichita St.,Amer,SO,G,27,925,4.9,13.7,0.359,2.7,8.3,0.326,2.2,5.4,0.411,0.458,2.3,3,0.768,0.4,2.4,2.9,2,1.1,0,2,2.6,14.9,99.3,101,0.491,0.222,1.4,8.2,13.6,2,0.1,14.7,23.7,0.8,0.1,0.9,12.9,0.605,365,4.7,1.1,1.2,2.3,0.1
Drew Eubanks,Oregon St.,P12,JR,C,32,1003,5.1,8.2,0.624,0,0,0,5.1,8.2,0.624,0.624,2.9,4.2,0.701,1.8,5,6.8,1.1,0.5,1.7,1.8,3.5,13.2,117,101.6,0.646,0.51,7.3,18.7,7.3,0.9,6.4,17.2,19.1,2.2,1.5,3.7,21.6,0,381,13.1,2.6,1.4,4,0.16
Tosan Evbuomwan,Princeton,Ivy,SR,F,30,943,6,11.8,0.51,0.3,1,0.3,5.7,10.8,0.529,0.523,3.1,4.8,0.65,1.7,4.6,6.3,4.8,0.8,0.6,2.9,2.8,15.1,107.7,99.7,0.549,0.403,5.8,16.1,31.5,1.3,1.9,18.6,28.3,3.5,1.2,4.6,22,0.094,530,11.3,2.6,1.7,4.4,0.174
Jeremiah Fears,Oklahoma,SEC,FR,G,34,1027,5.3,12.2,0.434,1.1,3.9,0.284,4.2,8.3,0.505,0.48,5.4,6.3,0.851,0.7,3.4,4.1,4.1,1.6,0.1,3.4,2.5,17.1,105.4,106,0.562,0.518,3.1,13,28.6,3.1,0.5,20.2,31.9,3.6,1.2,4.8,20.7,0.323,604,8.3,2.1,1.2,3.4,0.132
Kyle Filipowski,Duke,ACC,SO,C,36,1095,6.1,12.1,0.506,1.1,3.1,0.348,5,9,0.56,0.551,3.1,4.6,0.671,2.2,6,8.2,2.8,1.2,1.5,2.1,4,16.4,114.5,93.5,0.575,0.384,8.6,22.6,18.4,2.3,5.2,14.9,27.7,6,4.1,10.1,26,0.257,585,16,3.4,2.5,6,0.217
Dorian Finney-Smith,Florida,SEC,SR,F,36,1143,4.7,10.8,0.437,2,5.4,0.368,2.7,5.4,0.505,0.528,3.4,4.6,0.733,2.5,5.9,8.3,2.1,0.9,0.8,1.9,2.7,14.7,113.7,95.9,0.569,0.426,7.9,19.4,13.2,1.6,2.6,15,22.4,6,2.8,8.8,22.1,0.499,514,13.5,3.1,2.2,5.3,0.185
Cooper Flagg,Duke,ACC,FR,F,37,1135,6.5,13.4,0.481,1.4,3.6,0.385,5.1,9.8,0.517,0.533,4.8,5.8,0.84,1.3,6.2,7.5,4.2,1.4,1.4,2.1,2.5,19.2,123,88.4,0.593,0.429,5.5,21.2,26.8,2.8,4.9,13.5,30.8,9.2,5.8,15,30.4,0.272,712,14.1,5.1,3.3,8.4,0.296
Rasheer Fleming,Saint Joseph's,A10,JR,F,35,1094,5.4,10.1,0.531,1.8,4.5,0.39,3.6,5.6,0.646,0.619,2.1,2.9,0.743,2.1,6.5,8.5,1.3,1.4,1.5,1.5,3.3,14.7,121.4,93.8,0.638,0.285,7.6,22.8,8.5,2.6,4.9,14.2,20.4,4.5,2.9,7.3,24.1,0.449,461,15.3,3,2.6,5.6,0.206
De'Aaron Fox,Kentucky,SEC,FR,G,36,1064,5.9,12.4,0.478,0.5,1.9,0.246,5.5,10.5,0.52,0.497,4.3,5.9,0.739,0.6,3.4,4,4.6,1.5,0.2,2.4,3.4,16.7,110.7,96.1,0.548,0.471,2.1,12.2,28.6,2.7,0.7,15.8,27.6,3.8,3.3,7.1,22.7,0.154,608,7.2,3.1,2.1,5.1,0.192
Enrique Freeman,Akron,MAC,SR,C,33,1070,6.7,11.5,0.586,0.6,1.6,0.365,6.2,9.9,0.621,0.611,5,6.8,0.729,3.5,9.2,12.8,1.6,0.8,1.7,2.5,3.5,18.6,118.4,92.2,0.645,0.594,11.8,32.8,10.9,1.4,5.9,17.3,28.1,5.6,2.3,7.9,31.1,0.135,633,23.2,4.5,3,7.5,0.263
Johnny Furphy,Kansas,B12,FR,F,32,771,2.9,6.3,0.468,1.4,3.8,0.361,1.6,2.5,0.633,0.577,1.9,2.5,0.765,1.3,3.6,4.9,1,0.9,0.3,0.8,3.5,9,117.5,100.3,0.614,0.403,6.6,16.3,7.1,2,1.6,12.1,17,3.3,2.2,5.4,17,0.607,277,11.7,1.7,1.4,3.1,0.156
Daniel Gafford,Arkansas,SEC,SO,C,32,918,6.7,10.1,0.659,0,0,0,6.7,10.1,0.659,0.659,3.6,6,0.591,2.8,5.8,8.7,0.7,0.9,2,2.4,3.8,16.9,112.3,95.1,0.651,0.598,11.2,22.7,6,1.8,8.4,18.2,25.2,5.1,2.2,7.3,28.7,0,469,16.8,2.8,1.8,4.6,0.199
Myron Gardner,Little Rock,OVC,SR,F,28,863,4.3,10.2,0.421,1.2,3.5,0.347,3.1,6.7,0.46,0.481,3.6,4.8,0.748,2.2,7,9.1,3.6,1.3,0.5,2.7,4.2,13.2,104.1,105.2,0.537,0.474,7.5,25.6,22.2,2.3,1.9,19.7,24.4,1.7,-0.6,1.2,19.6,0.347,424,16.5,1.7,1.2,2.9,0.124
Darius Garland,Vanderbilt,SEC,FR,G,5,139,5.8,10.8,0.537,2.2,4.6,0.478,3.6,6.2,0.581,0.639,2.4,3.2,0.75,0.4,3.4,3.8,2.6,0.8,0.4,3,2,16.2,110.1,105.1,0.657,0.296,1.6,13.7,25.7,1.7,1.5,23.2,26.9,3.5,1.1,4.6,23.6,0.426,71,7.7,0.4,0.1,0.5,0.148
Luka Garza,Iowa,B10,SR,C,31,981,9.1,16.4,0.553,1.4,3.2,0.44,7.6,13.2,0.581,0.596,4.5,6.4,0.709,3,5.7,8.7,1.7,0.7,1.6,1.5,2.9,24.1,124,99.7,0.62,0.392,10.4,18.2,12.1,1.2,5.2,8.9,30.4,11,1.4,12.5,35.6,0.197,655,14.6,5.5,1.4,6.9,0.282
Keyonte George,Baylor,B12,FR,G,33,946,4.7,12.5,0.376,2.3,6.9,0.338,2.4,5.6,0.424,0.47,3.6,4.5,0.793,1,3.2,4.2,2.8,1.1,0.2,2.9,3,15.3,102.7,103.5,0.523,0.364,4.2,13.6,20,2.3,0.7,19.8,29.8,4.2,0.4,4.7,17.8,0.553,492,8.8,1.8,1.1,2.9,0.125
Kyshawn George,Miami FL,ACC,FR,F,31,713,2.6,6.1,0.426,1.7,4.2,0.408,0.9,1.9,0.467,0.566,0.7,0.9,0.778,0.5,2.6,3,2.2,0.9,0.4,1.5,3.1,7.6,107.2,105.8,0.582,0.142,2.2,12.1,16.3,2.2,1.8,21.9,17.6,1,1.9,2.8,13.6,0.684,235,7.3,0.9,0.8,1.7,0.097
Paul George,Fresno St.,WAC,SO,F,28,929,5.4,12.5,0.427,2.1,5.8,0.356,3.3,6.7,0.489,0.51,3.9,4.4,0.902,1.9,5.3,7.2,3.1,2.1,0.9,3.2,3.5,16.7,105.6,94.6,0.572,0.348,6.8,18.6,22.6,3.9,3,20.8,27.3,4.4,2.3,6.7,24.3,0.46,469,12.8,2.3,1.8,4.2,0.173
Shai Gilgeous-Alexander,Kentucky,SEC,FR,G,37,1248,4.9,10.2,0.485,0.6,1.5,0.404,4.3,8.6,0.5,0.516,3.9,4.7,0.822,0.9,3.2,4.1,5.1,1.6,0.5,2.7,2,14.4,114.1,100.8,0.579,0.462,3.2,10,28.8,2.8,1.7,19.8,22.8,5,3.1,8.1,21.2,0.151,571,6.8,3.3,1.9,5.2,0.167
Anthony Gill,Virginia,ACC,SR,C,37,1037,5.1,8.8,0.58,0.1,0.1,1,5.1,8.8,0.577,0.583,3.5,4.7,0.746,2.2,4,6.1,0.8,0.6,0.6,1.1,3.3,13.8,122.6,96.8,0.624,0.531,10.6,18.2,5.8,1.5,2.6,10.9,24,5.3,2,7.3,26.4,0.006,471,14.5,4.1,1.9,6,0.231
Collin Gillespie,Villanova,BE,SR,G,38,1302,4.9,11.4,0.434,3,7.2,0.415,2,4.2,0.466,0.565,2.8,3.1,0.905,0.4,3.4,3.8,3.2,1,0,1.7,2.2,15.6,122.6,100.6,0.609,0.268,1.5,11.6,20.2,1.9,0,13.7,22.4,6.2,2,8.1,21.5,0.628,564,6.6,4.8,1.7,6.5,0.201
Vladislav Goldin,Michigan,B10,SR,C,37,1019,6,9.9,0.607,0.3,0.9,0.333,5.7,9,0.634,0.622,4.3,5.9,0.731,2.4,4.7,7,1.1,0.5,1.4,2.3,2.9,16.6,117.4,98.7,0.654,0.598,10.3,17.4,8.5,1.1,5.2,18.3,26.1,5.8,3.1,8.9,25.7,0.09,551,14.2,3.3,1.9,5.2,0.206
Jordan Goodwin,Saint Louis,A10,SR,F,21,696,5.4,12.6,0.43,1,3.3,0.314,4.4,9.3,0.472,0.472,2.6,4,0.643,2.6,7.5,10.1,3.9,2,0.2,2.8,2.1,14.5,102.6,90,0.498,0.317,9.1,27,21.8,3.6,0.7,18.6,26.1,3.8,3,6.7,21.9,0.264,320,17.9,1.4,1.6,3,0.172
Aaron Gordon,Arizona,P12,FR,F,38,1187,5,10.1,0.495,0.4,1.2,0.356,4.6,8.9,0.513,0.516,2,4.7,0.422,2.7,5.3,8,2,0.9,1,1.4,3,12.4,105.5,87.7,0.503,0.471,10.4,19.3,13,1.8,3.4,12.4,23.2,3.3,3.9,7.2,20.4,0.118,469,14.9,2.1,3.3,5.4,0.183
Eric Gordon,Indiana,B10,FR,G,32,1110,5.8,13.3,0.433,2.2,6.5,0.337,3.6,6.8,0.525,0.515,7.2,8.7,0.834,0.7,2.5,3.2,2.4,1.3,0.6,3.6,2.5,20.9,110.7,98.5,0.601,0.652,2.6,8,15.2,2.3,2,20.7,29.7,5.8,0.9,6.6,24.6,0.489,476,5.5,4.2,1.8,6,0.217
Jerami Grant,Syracuse,ACC,SO,C,32,1005,4.2,8.4,0.496,0,0.2,0,4.2,8.2,0.506,0.496,3.8,5.6,0.674,2.4,4.3,6.8,1.4,0.8,0.6,1.2,3,12.1,115.6,97.9,0.547,0.664,9.1,17.2,9.4,1.7,2.5,11.3,21.4,3.4,1.8,5.2,21.6,0.019,379,13,2.8,1.9,4.6,0.185
AJ Green,Northern Iowa,MVC,JR,G,30,1093,5.8,14,0.411,3.1,7.9,0.388,2.7,6.1,0.44,0.52,4.7,5.1,0.915,0.2,3.5,3.7,2.5,0.8,0,2.2,1.8,18.8,110.4,106.4,0.585,0.363,0.8,11.7,14.2,1.4,0.1,13.4,26.2,4.6,-1,3.6,19.7,0.562,548,6.3,3.1,0.9,4.1,0.144
Draymond Green,Michigan St.,B10,SR,F,37,1229,5.7,12.8,0.449,1.4,3.6,0.388,4.3,9.1,0.473,0.504,3.4,4.7,0.723,2.1,8.5,10.6,3.8,1.5,1,3,3.4,16.2,107.3,83.2,0.542,0.367,8.2,28.5,24.2,2.7,3.4,19.7,28.2,6,5,11,26.1,0.284,610,19.8,3.5,3.6,7.1,0.23
Javonte Green,Radford,BSth,SR,F,31,813,5.5,10.2,0.533,0,0.3,0.111,5.4,9.9,0.545,0.535,4.7,6.7,0.702,2.9,6.2,9,1.3,1.9,0.9,2,3.9,15.4,112.8,91.2,0.583,0.656,12.3,27.2,11,4.4,3.5,15.6,29.8,5.7,1.9,7.5,33.4,0.026,502,20,3.5,2.2,5.7,0.256
Josh Green,Arizona,P12,FR,F,30,925,4,9.6,0.422,1,2.8,0.361,3,6.8,0.446,0.474,2.8,3.6,0.78,1.3,3.3,4.6,2.6,1.5,0.4,1.6,3.2,11.9,107.6,92.2,0.527,0.38,4.8,11.9,16,2.8,1.6,14.7,20.5,2.1,3.6,5.7,17.9,0.288,360,8.4,2,1.9,3.8,0.166
Quentin Grimes,Houston,Amer,JR,F,30,984,5.8,14.2,0.406,3.3,8.3,0.403,2.4,5.9,0.41,0.523,3,3.8,0.788,1.6,4.1,5.7,2,1.4,0.3,1.8,2.7,17.8,118.2,90.4,0.558,0.265,5.4,14.1,12.6,2.6,1.2,13.5,25.3,7.8,2.2,10,23.5,0.582,483,9.6,3.7,2.4,6.1,0.25
Mouhamed Gueye,Washington St.,P12,SO,C,33,1060,5.6,11.5,0.488,0.3,1.2,0.275,5.3,10.3,0.513,0.503,2.7,4,0.674,3.4,5,8.4,1.9,0.8,0.8,2.3,3.5,14.3,106.4,99.1,0.532,0.346,12.2,19.3,14.1,1.6,2.7,16.9,26.5,2.9,1.4,4.3,21.5,0.105,483,15.7,2.3,1.7,4,0.152
Rui Hachimura,Gonzaga,WCC,JR,F,37,1118,7.4,12.6,0.591,0.4,1,0.417,7,11.6,0.606,0.608,4.4,6,0.739,1.4,5.1,6.5,1.5,0.9,0.7,1.8,2.6,19.7,121.7,91,0.639,0.477,5.8,17,9.3,1.8,2.4,12.9,26.4,5.9,2.5,8.4,28.6,0.077,644,12.1,4.7,2.7,7.4,0.264
Tyrese Haliburton,Iowa St.,B12,SO,G,22,807,5.6,11.1,0.504,2.4,5.6,0.419,3.2,5.5,0.592,0.611,1.7,2,0.822,1.5,4.4,5.9,6.5,2.5,0.7,2.8,1.4,15.2,120.1,99.9,0.631,0.184,4.6,13.7,35.3,3.8,2,20.1,21.5,7.4,3.3,10.7,25.9,0.508,365,9.2,2.7,1.6,4.3,0.187
PJ Hall,Clemson,ACC,SR,C,36,1041,6.7,13.7,0.488,1.4,4.6,0.315,5.2,9.1,0.575,0.541,3.5,4.5,0.779,1.6,4.8,6.4,1.4,0.8,1.4,1.9,4.3,18.3,111.8,100.9,0.579,0.331,6.6,18,10.8,1.6,5.6,12.6,30.2,5.1,2.3,7.4,25.6,0.335,595,12.7,3.1,1.7,4.8,0.184
Tim Hardaway Jr.,Michigan,B10,JR,F,37,1293,5.2,12.2,0.429,1.8,5.1,0.358,3.4,7,0.481,0.504,2,2.8,0.695,0.2,4.3,4.5,2.4,0.7,0.5,1.9,2.2,14.2,104.9,99.6,0.527,0.233,0.8,14.5,12.9,1.2,1.4,15,22.3,3.2,1.2,4.3,17.7,0.424,505,8.4,2.8,1.7,4.5,0.136
James Harden,Arizona St.,P10,SO,G,35,1254,6.3,12.9,0.489,1.7,4.7,0.356,4.7,8.3,0.564,0.553,5.8,7.7,0.756,1.4,4.2,5.6,4.2,1.7,0.3,3.4,3.2,20.1,112.8,95.6,0.607,0.597,5.5,14.6,29.2,3.1,1.1,19,32.6,6.9,2.9,9.8,25.5,0.361,575,10.4,5.1,2,7.2,0.229
Elijah Harkless,Oklahoma,B12,SR,F,26,753,3.7,8.7,0.423,1.2,3.8,0.323,2.5,4.9,0.5,0.493,1.4,2.2,0.638,0.8,3.3,4.1,1.7,1.3,0.2,2.2,2.8,10,92.5,96.4,0.513,0.256,3.6,14.3,12.1,2.8,0.6,21.3,21.9,0.4,1.9,2.2,22.8,0.397,594,9.6,2.5,1.7,4.3,0.173
Dylan Harper,Rutgers,B10,FR,G,29,945,6.7,13.8,0.484,1.7,5.2,0.333,5,8.7,0.574,0.546,4.3,5.8,0.75,0.8,3.8,4.6,4,1.4,0.6,2.4,2.4,19.4,115.2,108.7,0.587,0.419,2.6,13.5,27,2.6,1.9,14.8,28.8,7,1.5,8.6,24.6,0.374,544,8,3,0.9,3.9,0.166
Ron Harper Jr.,Rutgers,B10,SR,F,32,1097,5.3,12.1,0.442,2.1,5.3,0.398,3.2,6.8,0.477,0.53,3,3.8,0.795,1.3,4.6,5.9,1.9,1.1,0.6,1.6,2.4,15.8,111.9,100.6,0.57,0.315,4.4,15.7,11.6,1.9,2.2,12.7,22.8,4.6,1.2,5.8,20.5,0.442,458,10,2.9,1.5,4.4,0.159
Kevon Harris,Stephen F. Austin,Slnd,SR,F,28,819,5.4,11.6,0.465,2,4.7,0.424,3.4,6.9,0.492,0.551,5,6.4,0.788,1.4,4.3,5.7,2.1,1.5,0.3,3.5,3.4,17.5,109.2,90.8,0.609,0.551,5.3,18,14.2,2.8,0.9,23,26.8,3.8,1,4.8,22.4,0.401,501,11.6,2.7,2.2,4.9,0.214
Tobias Harris,Tennessee,SEC,FR,C,34,993,5.4,11.8,0.46,0.7,2.2,0.303,4.8,9.6,0.497,0.489,3.8,5,0.753,2,5.3,7.3,1.3,0.7,0.9,1.8,2.8,15.3,109.5,97.8,0.54,0.423,7.5,20.6,10.4,1.4,3.4,14.3,25.9,5.3,1.4,6.7,23.8,0.189,476,14,2.9,1.5,4.4,0.177
Josh Hart,Villanova,BE,SR,F,36,1194,6.6,12.9,0.51,2.1,5.1,0.404,4.5,7.8,0.579,0.59,3.5,4.7,0.747,1.4,5,6.4,2.9,1.6,0.3,2,2.7,18.7,122.3,93.6,0.619,0.367,5.9,17.5,18.8,2.9,1,13.4,27.1,7.5,3.3,10.8,28.2,0.395,648,12.2,5.1,2.6,7.7,0.257
Sam Hauser,Virginia,ACC,SR,F,25,856,5.9,11.7,0.503,2.5,6,0.417,3.4,5.6,0.596,0.611,1.7,1.9,0.896,0.8,6,6.8,1.8,0.6,0.4,1,1.8,16,123.6,99.5,0.635,0.164,3.4,21.6,11.6,1.1,1.4,9,22.2,7.4,1.6,9.1,25.2,0.517,357,13.1,3.3,1.2,4.6,0.213
Jordan Hawkins,Connecticut,BE,SO,F,37,1086,4.9,12,0.409,2.9,7.6,0.388,2,4.4,0.445,0.531,3.4,3.8,0.887,1,2.8,3.8,1.3,0.7,0.5,1.4,3,16.2,121.2,97.3,0.584,0.317,3.9,10.8,8.2,1.4,1.8,11.9,22.7,6.1,1.2,7.4,20.2,0.631,511,7.4,3.8,1.9,5.7,0.211
